image_name,label,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
Squat\IMG_20231123_204222.jpg,Squat,0.5757042,0.42528152,0.57453346,0.4104472,0.55174434,0.41497517,0.0,0.0,0.4913342,0.43021217,0.5946441,0.4854516,0.4372413,0.50196105,0.67318875,0.42808437,0.3358634,0.45039597,0.75167716,0.33628097,0.30208915,0.34020868,0.59428144,0.7014504,0.48451015,0.71709305,0.7649907,0.7784916,0.56521726,0.8332571,0.54177094,0.8064299,0.46186996,0.825298
Squat\IMG_20231123_204227.jpg,Squat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4854183,0.45203516,0.3492071,0.49818388,0.49608472,0.51886857,0.35571808,0.4402894,0.6704898,0.48013136,0.39112878,0.3752515,0.82001305,0.3755198,0.36246598,0.75596607,0.4512062,0.7756523,0.5346438,0.7598419,0.64530075,0.8009545,0.36735818,0.84331644,0.48861653,0.877399
Squat\IMG_20231123_204248.jpg,Squat,0.5354265,0.50543106,0.5574684,0.48839548,0.51577425,0.4895108,0.59128916,0.50068265,0.49446997,0.5017708,0.6377965,0.58014286,0.4543091,0.5557245,0.66307974,0.6969027,0.39767665,0.67193204,0.5882267,0.6476098,0.444595,0.75396323,0.5905873,0.71698433,0.45912504,0.7061937,0.71777636,0.7877555,0.31949273,0.78261894,0.5554934,0.8000768,0.4928851,0.8068891
Squat\IMG_20231123_204255.jpg,Squat,0.4031122,0.48935714,0.42807513,0.47791684,0.40588823,0.47509757,0.49639177,0.49486193,0.0,0.0,0.5761123,0.5802436,0.4216951,0.5422869,0.549195,0.73538285,0.3885068,0.6466794,0.42197815,0.65327483,0.36183375,0.7383339,0.59332985,0.735984,0.47341016,0.7082669,0.5396157,0.8135511,0.27642712,0.75108135,0.57815856,0.866654,0.51970583,0.8025255
Squat\IMG_20231123_204301.jpg,Squat,0.6762395,0.45921433,0.67824787,0.44385412,0.6481589,0.4469266,0.0,0.0,0.578656,0.4611834,0.67618644,0.5323265,0.4990957,0.5387454,0.69616205,0.6631866,0.46961686,0.6831594,0.7194196,0.6218373,0.6005717,0.747878,0.6065373,0.6794238,0.48218426,0.701201,0.76837873,0.73076206,0.5258045,0.8299154,0.54247767,0.7610582,0.51869756,0.7963327
Squat\IMG_20231123_204309.jpg,Squat,0.6444309,0.42603245,0.0,0.0,0.62529767,0.4172369,0.0,0.0,0.55930585,0.44367108,0.48841545,0.48779282,0.5216362,0.5493752,0.5403365,0.59228873,0.5985351,0.6977941,0.64315206,0.57228523,0.7258567,0.73540246,0.46039453,0.6853729,0.47604612,0.72709113,0.71675175,0.7450266,0.74553967,0.8195691,0.49589455,0.7806303,0.45856786,0.79491425
Squat\IMG_20231123_204319.jpg,Squat,0.38325062,0.44638172,0.41214132,0.42630616,0.3709267,0.4262619,0.47741795,0.43317524,0.0,0.0,0.56071895,0.5013133,0.35113978,0.4850823,0.57786095,0.64962965,0.3057193,0.615858,0.45268825,0.5985059,0.3589926,0.7018884,0.54626,0.654466,0.39660174,0.64555645,0.6096607,0.71962464,0.24547635,0.7061921,0.5349087,0.73842704,0.49631733,0.7044466
Squat\IMG_20231123_204618.jpg,Squat,0.4846329,0.43183994,0.5026583,0.41728902,0.4648409,0.41824383,0.5304875,0.42452273,0.43841097,0.4263358,0.5759499,0.48333406,0.4110073,0.48144495,0.6287182,0.5754793,0.36956,0.5766782,0.5494191,0.63607866,0.45787656,0.6300276,0.56267303,0.6051155,0.4431268,0.60293406,0.64785284,0.640577,0.3439331,0.632769,0.59390825,0.6954147,0.44812503,0.70246226
Squat\IMG_20231123_204622.jpg,Squat,0.37120476,0.46201897,0.3991865,0.4435809,0.35367912,0.44257,0.44837832,0.451288,0.0,0.0,0.5043574,0.5227893,0.32317105,0.513584,0.56515396,0.64375466,0.26600736,0.61841476,0.4469723,0.71134776,0.3379414,0.68606234,0.5008991,0.6734309,0.36741358,0.66560733,0.5900046,0.71469384,0.22297576,0.68340355,0.55421174,0.78424674,0.41118994,0.7737355
Squat\IMG_20231123_204628.jpg,Squat,0.5280402,0.40334114,0.54739535,0.3876512,0.5040674,0.3860423,0.0,0.0,0.45504194,0.3905868,0.56875825,0.46345133,0.40676308,0.46750346,0.63415784,0.56191295,0.36912102,0.5930857,0.62005806,0.6362673,0.5174508,0.6447172,0.5139037,0.606143,0.39847612,0.6118883,0.6864034,0.63504547,0.3512769,0.6708644,0.5125747,0.6980431,0.361696,0.7467957
Squat\IMG_20231123_204633.jpg,Squat,0.62155867,0.4256708,0.0,0.0,0.61134297,0.40819177,0.0,0.0,0.54591465,0.4067438,0.47942612,0.46130064,0.49533403,0.47669512,0.522402,0.5870613,0.54767084,0.6184294,0.5953269,0.6237062,0.6060672,0.61707306,0.32319584,0.65597856,0.32006854,0.6734713,0.58150387,0.62726074,0.5868241,0.6738431,0.38764453,0.7359299,0.38936523,0.78539884
Squat\IMG_20231123_204638.jpg,Squat,0.0,0.0,0.0,0.0,0.5968591,0.4082446,0.0,0.0,0.5725388,0.40719795,0.4230741,0.45278534,0.5760528,0.46618667,0.45745143,0.57088256,0.6635882,0.5959582,0.0,0.0,0.60416955,0.5996019,0.31433827,0.6826102,0.43679315,0.69839805,0.39523607,0.6001833,0.68351674,0.64673823,0.338326,0.7426131,0.5243838,0.8003044
Squat\IMG_20231123_204655.jpg,Squat,0.4865397,0.4601035,0.5073105,0.44616848,0.46511337,0.4486349,0.5405381,0.4579965,0.43841588,0.46375465,0.5956878,0.5151811,0.40953732,0.5253208,0.704269,0.45318758,0.31542337,0.45144284,0.7829689,0.33867854,0.24979866,0.34108904,0.58678484,0.7287493,0.44352812,0.73177195,0.72382706,0.79553074,0.32552317,0.8042032,0.6145873,0.8305914,0.43211168,0.85092294
Squat\IMG_20231123_204701.jpg,Squat,0.36909956,0.43020195,0.39598897,0.41540578,0.3519974,0.41661158,0.44498095,0.42643517,0.0,0.0,0.5064124,0.48382506,0.30801433,0.49279574,0.6118044,0.42106476,0.19647224,0.4194477,0.67947704,0.29109323,0.12074362,0.30358678,0.49446607,0.7088114,0.34222576,0.7077586,0.58812284,0.7855456,0.20999667,0.77057105,0.55380887,0.83850545,0.33192903,0.8434568
Squat\IMG_20231123_204707.jpg,Squat,0.5473738,0.37413415,0.0,0.0,0.52814394,0.36134943,0.0,0.0,0.47266805,0.37798485,0.48614767,0.44002303,0.44244578,0.44825995,0.5596049,0.39129785,0.5620279,0.355478,0.0,0.0,0.61667556,0.20100793,0.47247243,0.669754,0.43088758,0.69431907,0.64772135,0.6418379,0.6181732,0.74556625,0.45733547,0.7781549,0.45194203,0.83224255
Squat\IMG_20231123_204713.jpg,Squat,0.46304435,0.35855436,0.47946408,0.34248883,0.4348669,0.34536794,0.0,0.0,0.39222756,0.35947067,0.5277724,0.42460927,0.36519137,0.4307355,0.6360566,0.36653137,0.32053056,0.32975164,0.73161584,0.25523183,0.31679,0.18296845,0.51138604,0.6444538,0.39258912,0.6578083,0.68087775,0.6627798,0.39619124,0.7303831,0.49319363,0.7252301,0.40723398,0.8015536
Squat\IMG_20231123_204723.jpg,Squat,0.48041594,0.40293196,0.48699334,0.38587978,0.0,0.0,0.54256284,0.3864591,0.0,0.0,0.5724829,0.4571804,0.63626665,0.43444228,0.38760695,0.3791112,0.5628261,0.39280453,0.28400445,0.24183351,0.5105865,0.29904538,0.60660666,0.72540796,0.6418377,0.6879211,0.32770714,0.77171725,0.42013067,0.6450487,0.56103957,0.8907292,0.59158915,0.8017392
Squat\IMG_20231123_204734.jpg,Squat,0.4295958,0.44937626,0.45514938,0.429636,0.40627527,0.42967454,0.49032477,0.44314784,0.37843016,0.44277486,0.530295,0.52784574,0.34403616,0.5327537,0.5987156,0.6473562,0.3145635,0.6663092,0.55551237,0.7456069,0.45843878,0.6177934,0.50388795,0.69162655,0.36844727,0.6940921,0.65343016,0.7557737,0.23226404,0.759666,0.50675213,0.82016546,0.3796756,0.82484704
Squat\IMG_20231123_204738.jpg,Squat,0.5477442,0.41952476,0.5574993,0.4064196,0.5247036,0.40219036,0.0,0.0,0.4605328,0.40666986,0.5104499,0.4918409,0.40153867,0.5015588,0.5345618,0.6040212,0.45422018,0.631433,0.59448355,0.6705574,0.56108475,0.56803805,0.41614696,0.66042393,0.3297374,0.6777791,0.5865287,0.672282,0.4829781,0.7383206,0.45184794,0.7426769,0.34301543,0.8133102
Squat\IMG_20231123_204742.jpg,Squat,0.0,0.0,0.0,0.0,0.55044186,0.4120396,0.0,0.0,0.51616037,0.41927442,0.38728335,0.4835,0.5342021,0.49913603,0.0,0.0,0.60397375,0.6217681,0.0,0.0,0.5574418,0.5636345,0.31480122,0.71217155,0.41720206,0.7299554,0.4535356,0.65947807,0.6470875,0.70263773,0.32646814,0.7568769,0.49939132,0.8374189
Squat\IMG_20231123_204756.jpg,Squat,0.41688457,0.4160983,0.44102693,0.3998705,0.4081833,0.4012952,0.5007003,0.40493432,0.0,0.0,0.55728513,0.4819915,0.44361806,0.48215717,0.55236536,0.61897445,0.39507237,0.59004766,0.42732823,0.67181194,0.39904284,0.56314695,0.6112617,0.64805853,0.53259873,0.6369969,0.49257562,0.68365407,0.37109405,0.6362815,0.62804264,0.7739268,0.5255979,0.7258597
Squat\IMG_20231123_204802.jpg,Squat,0.46918398,0.36014822,0.49542654,0.34247646,0.44843078,0.3414763,0.53287244,0.35368395,0.4235102,0.35183707,0.5751611,0.43135127,0.40018803,0.43351635,0.63864785,0.5573839,0.349093,0.5572331,0.5673514,0.6451663,0.45303625,0.52669215,0.5688791,0.5929966,0.4455614,0.5895666,0.6544525,0.65966445,0.30247727,0.622723,0.61956686,0.7158437,0.4712703,0.692761
Squat\IMG_20231123_205220.jpg,Squat,0.5192423,0.43545827,0.53945225,0.42136684,0.50250816,0.42094925,0.5719846,0.42407706,0.4812129,0.42401075,0.5992897,0.5028736,0.4440475,0.50337285,0.6203233,0.58846277,0.3995262,0.58390146,0.6006255,0.63239986,0.42026365,0.63486135,0.5643012,0.64958596,0.4600908,0.64992166,0.6178221,0.6781744,0.3972274,0.67745054,0.55578786,0.74184805,0.47055644,0.73981315
Squat\IMG_20231123_205228.jpg,Squat,0.5658237,0.41129765,0.0,0.0,0.55205816,0.39715412,0.0,0.0,0.49412656,0.4030234,0.48689112,0.4734691,0.4564064,0.50008404,0.48773327,0.5766412,0.43621635,0.62535477,0.5761077,0.60804826,0.5698359,0.6742046,0.42253873,0.6456007,0.39352506,0.6703056,0.61055005,0.64208966,0.57272476,0.71378344,0.47422576,0.74055433,0.38657832,0.7690559
Squat\IMG_20231123_205233.jpg,Squat,0.5339114,0.32965964,0.5447434,0.31777924,0.5099476,0.31774879,0.0,0.0,0.46575126,0.33379298,0.5554552,0.41836566,0.43166998,0.42184114,0.61153895,0.5024606,0.41292572,0.52935994,0.6326183,0.57905763,0.52097076,0.607175,0.47930986,0.5767468,0.39699978,0.5831953,0.6242515,0.6192792,0.5027194,0.6523209,0.5204535,0.70907885,0.3983835,0.73956746
Squat\IMG_20231123_205239.jpg,Squat,0.4183362,0.41188917,0.4391756,0.39612517,0.4101495,0.3973752,0.50009286,0.3989405,0.0,0.0,0.5532626,0.48667648,0.43536335,0.48457867,0.57299227,0.6064407,0.4249687,0.5653785,0.44915202,0.6372641,0.3517994,0.60309803,0.57058275,0.6459201,0.48993495,0.6335846,0.4409158,0.68396324,0.33938527,0.6457104,0.57286227,0.7437069,0.491111,0.7215961
Squat\IMG_20231123_205242.jpg,Squat,0.4514726,0.4082516,0.45979017,0.39256567,0.0,0.0,0.5113896,0.3942912,0.0,0.0,0.55129033,0.48478356,0.5499999,0.47448227,0.5234477,0.61053854,0.5198714,0.574602,0.39299804,0.6365503,0.42672706,0.60119396,0.6000306,0.6746868,0.5983502,0.6605638,0.38552228,0.6726533,0.40090603,0.6394261,0.56431454,0.7558088,0.5570661,0.74016273
Squat\IMG_20231123_205303.jpg,Squat,0.49859995,0.44876984,0.51660204,0.43493274,0.48055682,0.4351839,0.54084957,0.44056082,0.45304233,0.4408475,0.56085867,0.5054756,0.4262521,0.51072544,0.61857766,0.4415114,0.38148445,0.44235924,0.6561957,0.33188453,0.3717996,0.33612934,0.5363921,0.6750727,0.43771395,0.67673886,0.6109932,0.7215822,0.39405155,0.7317846,0.547413,0.77161664,0.4429948,0.7809041
Squat\IMG_20231123_205308.jpg,Squat,0.54049414,0.429477,0.5544987,0.4162853,0.5220011,0.41671816,0.0,0.0,0.48908588,0.41846696,0.5826303,0.46510458,0.46342194,0.47764492,0.64693415,0.4171428,0.42657197,0.44550037,0.6971866,0.3327086,0.42815372,0.36124343,0.5578837,0.6159571,0.47398666,0.62305546,0.63796645,0.6545101,0.480598,0.67709637,0.5688594,0.68467295,0.46844158,0.71354425
Squat\IMG_20231123_205312.jpg,Squat,0.50596243,0.5214088,0.5231695,0.5077452,0.49114022,0.50979817,0.5548625,0.5061409,0.47473294,0.5102404,0.58699316,0.5600654,0.45847592,0.56208605,0.63030994,0.515255,0.38738453,0.5065306,0.64233893,0.424855,0.34276626,0.42629078,0.56126946,0.7161345,0.47117478,0.7126384,0.5903061,0.7787625,0.42022735,0.77032024,0.57315856,0.7994581,0.48488602,0.7758893
Squat\IMG_20231123_205317.jpg,Squat,0.51558936,0.5059353,0.5166382,0.4918382,0.500101,0.4932144,0.0,0.0,0.44880056,0.49811158,0.4781847,0.55233425,0.40687773,0.5632343,0.5522176,0.4900712,0.4570508,0.48317686,0.6071559,0.40681887,0.5252933,0.3901017,0.453992,0.7356568,0.3965783,0.7531975,0.600992,0.7294356,0.5138894,0.80477124,0.4642812,0.80894506,0.37720823,0.8229671
Squat\IMG_20231123_205322.jpg,Squat,0.4672086,0.47556168,0.48414823,0.46257135,0.46331733,0.46121228,0.53689295,0.46262276,0.0,0.0,0.5871161,0.5352673,0.51408964,0.53030694,0.50271654,0.4706389,0.42625633,0.45578814,0.4284633,0.36078617,0.37842762,0.37175563,0.58426595,0.73042953,0.5326885,0.71177566,0.40031904,0.7475236,0.35792527,0.69494283,0.5670779,0.7959495,0.543937,0.7675596
Squat\IMG_20231123_205334.jpg,Squat,0.47555402,0.45866114,0.49511144,0.44624212,0.45882052,0.44730696,0.52633524,0.4557711,0.43924972,0.4589005,0.56210834,0.53159285,0.406294,0.5441112,0.5904862,0.6167634,0.4032966,0.64346087,0.56963646,0.6724296,0.5042952,0.5923517,0.5399909,0.68967205,0.4322509,0.69556266,0.58320415,0.7422228,0.36409885,0.7355149,0.537241,0.78741556,0.45521072,0.7929426
Squat\IMG_20231123_205338.jpg,Squat,0.47855783,0.5229867,0.49061874,0.50779605,0.45537248,0.5106225,0.0,0.0,0.4105714,0.5190094,0.4818885,0.5830087,0.3770085,0.61908406,0.48899376,0.6655265,0.3801981,0.72120386,0.538245,0.71942014,0.47237134,0.6595551,0.43415007,0.7415142,0.35879016,0.76668805,0.5835102,0.756582,0.46883976,0.83277625,0.46750307,0.8480306,0.3656876,0.8561085
Squat\IMG_20231123_205341.jpg,Squat,0.5906084,0.5302559,0.59542525,0.5161794,0.572009,0.51789343,0.0,0.0,0.5209965,0.5293461,0.5309087,0.60011923,0.4903553,0.62675464,0.55002147,0.6931075,0.5247038,0.72532755,0.6002273,0.72182333,0.57344407,0.65132934,0.4842813,0.76644427,0.45404196,0.7898464,0.6669987,0.7502163,0.6256589,0.81847006,0.5093138,0.84623915,0.45805198,0.8660353
Squat\IMG_20231123_205345.jpg,Squat,0.47058225,0.507938,0.4838268,0.49421766,0.0,0.0,0.53915006,0.4974412,0.0,0.0,0.59548825,0.57970536,0.51818544,0.58451253,0.6341156,0.6994453,0.49569088,0.68443704,0.49768865,0.74192005,0.50908387,0.6467033,0.6269297,0.75842565,0.57480127,0.7472532,0.44768873,0.7948307,0.4033947,0.7442059,0.6266174,0.8507562,0.5655081,0.8421777
Squat\IMG_20231123_205349.jpg,Squat,0.6413245,0.47089761,0.66052896,0.45717818,0.0,0.0,0.727568,0.46756458,0.0,0.0,0.7924462,0.56602174,0.6877903,0.55261576,0.81130266,0.70869833,0.6593234,0.66332704,0.6691438,0.7389445,0.6741873,0.63248885,0.8045667,0.7620673,0.7357365,0.73741627,0.6229016,0.7952462,0.5582583,0.70963293,0.8028633,0.87438184,0.74682456,0.7965148
Squat\IMG_20231123_205643.jpg,Squat,0.58759576,0.44464022,0.0,0.0,0.5769974,0.43383613,0.0,0.0,0.5211914,0.4462949,0.4846494,0.49681532,0.47277868,0.53196573,0.53899825,0.58022124,0.5023474,0.65422946,0.6137214,0.6310175,0.5678571,0.7521352,0.38754004,0.6467311,0.3784848,0.67265874,0.58423203,0.6391156,0.58776444,0.68743575,0.41860658,0.72717446,0.40651715,0.7438302
Squat\IMG_20231123_205650.jpg,Squat,0.54549605,0.34231085,0.0,0.0,0.5260791,0.33404377,0.0,0.0,0.46835765,0.35442996,0.47483352,0.3898216,0.4190611,0.43327707,0.501665,0.46068886,0.4499261,0.55536425,0.5843257,0.4979496,0.51731896,0.63508016,0.40792382,0.5207919,0.365645,0.55053425,0.571115,0.53057224,0.54405797,0.5834031,0.4157489,0.56873953,0.39481544,0.61077696
Squat\IMG_20231123_205655.jpg,Squat,0.52389,0.3996231,0.5306161,0.38427228,0.4969017,0.3900619,0.0,0.0,0.44870698,0.40652603,0.57354325,0.4618106,0.41636524,0.49438682,0.6193106,0.54572797,0.38964024,0.61288345,0.64974165,0.62180716,0.399345,0.72300774,0.54518133,0.5875908,0.44805753,0.60571337,0.62894475,0.64376336,0.4911922,0.6839971,0.5306221,0.6763772,0.4793655,0.7000036
Squat\IMG_20231123_205700.jpg,Squat,0.4630734,0.39365685,0.4832726,0.3828751,0.0,0.0,0.5432397,0.3997629,0.0,0.0,0.5933903,0.48103204,0.50884426,0.47528824,0.57326114,0.5914589,0.47711483,0.57277006,0.45026815,0.6279097,0.43138286,0.6513134,0.6600909,0.6254278,0.6033458,0.6175888,0.4646767,0.6575518,0.4293047,0.6445162,0.61847883,0.70765585,0.5901154,0.67676514
Squat\IMG_20231123_205704.jpg,Squat,0.43267992,0.33244017,0.45945394,0.32039365,0.43410492,0.31815958,0.51841635,0.33499172,0.0,0.0,0.5721484,0.41110247,0.44390842,0.4024816,0.5846348,0.5297271,0.4226991,0.500375,0.4669927,0.56999344,0.40538144,0.58746463,0.6015464,0.5328983,0.5119784,0.52356136,0.47052935,0.5959167,0.39506918,0.5771926,0.5862465,0.61374265,0.546879,0.6015249
Squat\IMG_20231123_205729.jpg,Squat,0.5582427,0.34884202,0.0,0.0,0.5447184,0.34145382,0.0,0.0,0.49359703,0.3618694,0.46407714,0.39999357,0.4458136,0.42047724,0.5846189,0.32707402,0.5813261,0.35935473,0.68886113,0.24153821,0.6994431,0.25359675,0.42727754,0.60683304,0.4075742,0.62745625,0.6325887,0.6282827,0.6102729,0.6738849,0.4394886,0.7042933,0.44567367,0.7103421
Squat\IMG_20231123_205737.jpg,Squat,0.5567959,0.39062706,0.0,0.0,0.5408297,0.3814812,0.0,0.0,0.48184493,0.39478973,0.4601652,0.4284808,0.44132078,0.44566542,0.54219025,0.4099397,0.54334414,0.41040915,0.0,0.0,0.6676663,0.3366671,0.415675,0.60020846,0.3934124,0.6207376,0.6095635,0.6081914,0.59216946,0.6636933,0.43211052,0.68282086,0.41061035,0.69766897
Squat\IMG_20231123_205744.jpg,Squat,0.4834968,0.35416833,0.4881853,0.33878195,0.4541153,0.34525064,0.0,0.0,0.40162888,0.36357346,0.5186785,0.41464028,0.37159878,0.42589405,0.60104316,0.33452326,0.32327437,0.3524631,0.6701425,0.2284415,0.3243474,0.24917634,0.5012022,0.6143072,0.40579885,0.62016183,0.6071304,0.6967189,0.4879729,0.706599,0.45414707,0.71153396,0.41578314,0.7120167
Squat\IMG_20231123_205752.jpg,Squat,0.4229583,0.39569297,0.44446176,0.38463435,0.0,0.0,0.5103609,0.3922946,0.0,0.0,0.56220615,0.4542258,0.4666226,0.44964498,0.447876,0.3871316,0.36473808,0.37426585,0.30758646,0.3067547,0.26657254,0.30268487,0.5809834,0.6356329,0.51263106,0.621918,0.40823427,0.6962729,0.3426042,0.66446614,0.5953825,0.7413402,0.5386216,0.7154814
Squat\IMG_20231123_205758.jpg,Squat,0.42595288,0.38449362,0.44387075,0.3757775,0.0,0.0,0.5042576,0.3941767,0.0,0.0,0.5337818,0.45293772,0.49873567,0.46254122,0.3883109,0.39026174,0.4277399,0.5039716,0.24506578,0.29872108,0.331323,0.5068699,0.549862,0.66249245,0.5160955,0.6485117,0.3650043,0.7380031,0.31365216,0.67804474,0.5698525,0.76592624,0.5245686,0.74623
Squat\IMG_20231123_205823.jpg,Squat,0.51645434,0.39453787,0.0,0.0,0.5022629,0.383503,0.0,0.0,0.44439644,0.401188,0.40953022,0.4590381,0.41464588,0.50248444,0.4324087,0.54876554,0.41303703,0.6425141,0.4808282,0.5367487,0.44359744,0.72832566,0.3826441,0.6370074,0.38507664,0.669375,0.60293496,0.6458039,0.60107315,0.70497733,0.38319963,0.7302903,0.3849516,0.74861324
Squat\IMG_20231123_205826.jpg,Squat,0.4319503,0.40570536,0.43521383,0.38669434,0.39891413,0.3972331,0.0,0.0,0.34711802,0.41888303,0.49168465,0.46807438,0.32851687,0.5165114,0.5792555,0.5436509,0.32312766,0.6518093,0.5011469,0.54761183,0.33749908,0.76830393,0.49150687,0.6224541,0.38710216,0.6468365,0.590765,0.70256084,0.45536652,0.7605814,0.504716,0.7094148,0.38741568,0.74258834
Squat\IMG_20231123_205831.jpg,Squat,0.4081545,0.39800805,0.4250085,0.38623708,0.0,0.0,0.48891836,0.40216306,0.0,0.0,0.56543416,0.4822135,0.47655675,0.47053936,0.5624115,0.60090524,0.46612033,0.5764292,0.4709104,0.5537593,0.45346195,0.6378458,0.6301087,0.6461247,0.56783664,0.63382024,0.42241955,0.6967775,0.36348945,0.6710208,0.6171379,0.7424393,0.5874497,0.71209764
Squat\IMG_20231123_205834.jpg,Squat,0.4592762,0.32778743,0.48524284,0.31710115,0.462462,0.3147044,0.5515628,0.33560485,0.0,0.0,0.61191976,0.4182102,0.48329893,0.39896214,0.62315,0.5415785,0.47849286,0.49986035,0.5188374,0.48571217,0.4628147,0.57274306,0.6271222,0.564139,0.53735083,0.54940087,0.47729987,0.6370897,0.3770324,0.61911964,0.6262959,0.63635606,0.5674955,0.60100806
